city,state,shape,date
Kolhapur (India),NA,triangle,2013-10-13
Forked River,NJ,circle,2013-10-14
Albuquerque,NM,flash,2013-10-14
Glen Gardner,NJ,unknown,2013-09-30
Colorado Springs,CO,triangle,2013-10-01
Bel Air,MD,flash,2013-10-01
Bakersfield,CA,circle,2013-10-01
Furlong,NJ,other,2013-10-01
Boulder,CO,disk,2013-10-01
Cobb Mountain,CA,fireball,2013-10-01
Muncie,IN,triangle,2013-10-01
Lincoln,RI,light,2013-10-01
Miami,FL,light,2013-06-25
Parkland,FL,sphere,2013-06-25
Bellport,NY,circle,2013-06-25
Middletown,OH,changing,2013-06-25
Preston,CT,unknown,2013-06-25
Camacha (Portugal),NA,light,2013-06-25
Temecula,CA,circle,2013-06-25
Redding,CT,formation,2013-06-25
Arlington,VA,fireball,2013-06-25
Kinross,MI,light,2013-07-01
Monterey,CA,disk,2013-07-02
Albany,OR,unknown,2013-07-03
Orlando,FL,oval,2013-07-03
Myrtle Beach,SC,unknown,2013-07-03
Myrtle Beach,SC,fireball,2013-07-03
Manchester,CT,circle,2013-01-02
Cutler Bay or Miami,FL,oval,2013-01-02
Reno,NV,sphere,2013-01-02
Chico,CA,circle,2013-01-02
Langford,BC,light,2013-01-03
Phoenix,AZ,NA,2013-01-03
Elizabeth,NJ,unknown,2013-01-03
Coalinga,CA,disk,2013-01-03
Riverton,UT,circle,2013-05-03
Exton,PA,light,2013-05-03
Riverton,UT,formation,2013-05-03
Furlong,PA,sphere,2013-05-03
Huntington Beach,CA,triangle,2013-05-03
Fredericksburg,VA,light,2013-05-03
Burlington,WA,sphere,2013-05-03
Mission Viejo,CA,sphere,2013-05-03
Douglas,MA,circle,2013-07-11
Saint Charles,MO,light,2013-07-11
Bristol,VA,light,2013-07-11
Dallas,PA,fireball,2013-07-11
Dedham,MA,light,2013-07-11
Saint Catherines,ON,cigar,2013-07-11
Clarksville,IA,other,2013-07-11
Middlesboro,KY,fireball,2013-07-11
Massillon,OH,light,2013-07-17
Boise,ID,changing,2013-07-17
Westminster,CO,circle,2013-07-17
Somers,CT,other,2013-07-17
Dallas,TX,other,2013-07-17
Oroville,CA,disk,2013-07-17
Lane,OK,fireball,2013-07-17
Ridgeway,SC,light,2013-07-17
Clayton,OK,disk,2013-07-17
Shrewsbury,MA,circle,2012-11-25
Dugspur,VA,disk,2012-11-26
Port Huron,MI,cigar,2012-11-26
Acton,MA,formation,2012-11-26
Auburn,WA,changing,2012-11-26
Durban (South Africa),NA,circle,2012-11-26
Harwich,MA,light,2012-11-26
Bakersfield,CA,light,2012-11-26
Tampa,FL,disk,2013-09-07
Portland,CT,light,2013-09-07
Tomball,TX,disk,2013-09-07
Cass Lake,MN,oval,2013-09-07
Richmond,VA,light,2013-09-07
Rochester,NH,light,2013-09-07
Newbury,VT,circle,2013-09-29
Madison,WI,circle,2013-09-29
East Nassau,NY,flash,2013-09-29
San Clemente,CA,unknown,2013-09-29
Port Louis (Mauritius Island),NA,circle,2013-09-29
San Diego,CA,fireball,2013-09-29
Mount Holly,NC,light,2013-09-29
Albuquerque,NM,light,2013-09-29
Dayton,OH,sphere,2013-05-26
West Babylon,NY,light,2013-05-26
Macungie,PA,formation,2013-05-26
Conneaut Lake,PA,light,2013-05-26
Southampton,PA,fireball,2013-05-26
St. Petersburg,FL,oval,2013-05-26
Indian Shores,FL,fireball,2013-05-26
Pelion,SC,formation,2013-08-25
Winchester,KS,rectangle,2013-08-26
Newburgh,IN,light,2013-08-26
Platte City,MO,light,2013-08-26
Greensboro,GA,circle,2013-08-26
Tel Aviv (south of) (Israel),NA,diamond,2013-08-26
El Paso,TX,light,2013-08-26
Delavan,WI,sphere,2013-08-26
Hampton,NH,cylinder,2013-10-14
Boulder,CO,light,2013-10-01
Thibodaux,LA,unknown,2013-10-01
Webster,NY,sphere,2013-10-01
Southwest Ranches,FL,light,2013-10-01
Tampa,FL,light,2013-10-01
Cumming,GA,fireball,2013-10-01
Sneedville,TN,circle,2013-10-01
White Lake,MI,unknown,2013-10-01
Ogdensburg,NY,light,2013-06-25
Escalon,CA,light,2013-06-26
Cinnaminson,NJ,light,2013-06-26
Dayton,OH,fireball,2013-06-26
Omaha,NE,light,2013-06-26
Niles,IL,cylinder,2013-06-26
New York,NY,egg,2013-06-26
Rock Hill,SC,cone,2013-06-26
Santa Cruz,CA,light,2013-06-26
Paddock Lake,WI,light,2013-07-03
South Gate,CA,light,2013-07-03
North East,MD,circle,2013-07-03
Mount Vernon,OH,circle,2013-07-03
Princeville,HI,triangle,2013-07-03
Eugene,OR,flash,2013-07-03
City of Saint Peters,MO,fireball,2013-07-03
Crestline,OH,circle,2013-07-03
Bedford,NY,triangle,2013-01-03
Hugo,CO,light,2013-01-03
Charlotte Court House,VA,light,2013-01-03
Roseville,CA,NA,2013-01-03
Clayton,NC,cylinder,2013-01-03
Rockford,IL,disk,2013-01-03
Yankton,SD,circle,2013-01-03
Mason,TN,light,2013-01-03
Belchertown,MA,fireball,2013-05-03
Marina Del Rey,CA,fireball,2013-05-04
Idaho Falls,ID,chevron,2013-05-04
Bremerton,WA,unknown,2013-05-04
Reno,NV,oval,2013-05-04
Hooksett,NH,fireball,2013-05-04
Lyons,KS,circle,2013-05-04
Gladstone (Australia),NA,light,2013-05-04
Pt. Angeles,WA,NA,2013-07-11
Charlotte,NC,oval,2013-07-12
Ogilvie,MN,light,2013-07-12
Winston-Salem,NC,light,2013-07-12
Lawrenceville,GA,oval,2013-07-12
Fairport,NY,circle,2013-07-12
Kitchener,ON,circle,2013-07-12
Cortland,OH,fireball,2013-07-12
Staten Island,NY,disk,2013-07-12
Myrtle Beach,SC,triangle,2013-07-17
Wichita,KS,triangle,2013-07-17
Litchfield,SC,light,2013-07-17
North Myrtle Beach,SC,triangle,2013-07-17
Chantilly,VA,other,2012-11-26
Mount Pocono,PA,rectangle,2012-11-27
Iowa Cuty,IA,triangle,2013-07-17
Myrtle Beach,SC,circle,2013-07-17
Rapid City,SD,light,2013-07-17
Springfield,IL,light,2012-11-27
Washington Court House,OH,sphere,2012-11-27
Wakonda,SD,circle,2012-11-27
Wichita,KS,triangle,2013-07-17
Auburn,WA,triangle,2012-11-27
Monroe,NC,triangle,2012-11-27
Waldport,OR,light,2013-07-17
Phoenix,AZ,circle,2012-11-27
Port Jervis,NY,triangle,2012-11-27
Sedona,AZ,circle,2012-11-27
San Diego,CA,fireball,2013-09-07
Westport,MA,light,2013-09-07
Onalaska,WI,fireball,2013-09-07
Dayton,WA,circle,2013-09-07
Peidmont,AL,light,2013-09-07
Springfield,OR,sphere,2013-09-07
South Bend,IN,fireball,2013-09-07
Como,CO,changing,2013-09-29
Mauritius Island (Mauritius),NA,circle,2013-09-29
Gap,PA,fireball,2013-09-29
El Reno,OK,fireball,2013-09-29
Lookout Mountain,GA,other,2013-09-29
Fairbanks,AK,light,2013-09-29
South Charleston,WV,light,2013-09-29
Staten Island,NY,formation,2013-09-30
Keeseville,NY,changing,2013-09-30
St. Petersburg,FL,sphere,2013-05-26
Welland,ON,circle,2013-05-26
Lisbon,MD,changing,2013-05-26
Ashley,PA,light,2013-05-26
Panama City Beach,FL,fireball,2013-05-26
Old Lyme,CT,disk,2013-05-26
Wedowee,AL,fireball,2013-05-26
Green Island,NY,other,2013-05-26
Anderson,SC,light,2013-05-26
Wedowee,AL,fireball,2013-05-26
Salt Lake City,UT,light,2013-08-26
Bridgeport,WV,light,2013-08-26
Enfield,NH,light,2013-08-26
Dodge City,KS,circle,2013-08-26
Patras (Greece),NA,light,2013-08-26
Ashgrove,MO,unknown,2013-08-27
West Chester,PA,formation,2013-08-27
Pasadena,CA,triangle,2013-08-27
Richmond,VA,light,2013-08-27
Waterloo,IA,triangle,2013-10-01
London (UK/England),NA,fireball,2013-10-01
Arlington,WI,unknown,2013-10-01
Marshville,NC,other,2013-10-02
Janesville,WI,cigar,2013-10-02
La Habra,CA,circle,2013-10-02
Meriden,CT,disk,2013-10-02
Sherwood,AR,other,2013-10-02
Middletown,OH,fireball,2013-10-02
Camborne (UK/England),NA,light,2013-06-26
Beacon Falls,CT,light,2013-06-26
London,ON,fireball,2013-06-26
Kanata,ON,circle,2013-06-26
Longmont,CO,changing,2013-06-27
Clearwater,FL,circle,2013-06-27
Clearwater,FL,triangle,2013-06-27
Buckeye,AZ,light,2013-06-27
Stephens City,VA,light,2013-06-27
Independence,KY,sphere,2013-06-27
Hixson,TN,light,2013-07-03
Moundsville,WV,oval,2013-07-03
Myrtle Beach,SC,fireball,2013-07-03
Streetsville,ON,sphere,2013-07-03
North Platte,NE,circle,2013-07-03
Bowling Green,OH,triangle,2013-07-03
Bendigo (Australia),NA,light,2013-07-03
Mundelein,IL,triangle,2013-07-03
Shoreview,MN,light,2013-07-03
Weaverville,CA,sphere,2013-01-03
Fairfax,CA,sphere,2013-01-03
Fair Oaks,CA,oval,2013-01-03
Terrebonne,OR,unknown,2013-01-03
San Gwann (Malta),NA,sphere,2013-01-03
Deer Mountain,UT,light,2013-01-03
Brimfield,MA,circle,2013-01-04
Eldridge,IA,unknown,2013-01-04
Los Angeles,CA,light,2013-01-04
Ithaca,NY,circle,2013-05-04
Windham,ME,fireball,2013-05-04
Florissant,MO,fireball,2013-05-04
Manchester,NH,light,2013-05-04
Furlong,PA,other,2013-05-04
Sycamore,IL,fireball,2013-05-04
Sacramento,CA,light,2013-05-04
Brunswick,OH,fireball,2013-05-04
Mcelhattan,PA,sphere,2013-05-04
Aurora,OR,triangle,2013-05-04
Gulf Shores,AL,circle,2013-07-12
Liberty,SC,cross,2013-07-12
Toronto,ON,cylinder,2013-07-12
Ajax,ON,teardrop,2013-07-12
Milton,ON,sphere,2013-07-12
Albany,NY,light,2013-07-12
W. Sacramento,CA,unknown,2013-07-12
Vancouver,BC,light,2013-07-12
Jakarta (Indonesia),NA,triangle,NA
Artesia,NM,other,NA
Flatwoods,WV,circle,NA
Brooks,GA,oval,2013-07-17
Saint Ignatius,MT,fireball,2013-07-17
Canfield,OH,formation,2013-07-17
Louisville,KY,circle,2013-07-18
Lincoln City,OR,light,2013-07-18
West Hartford,CT,chevron,2013-07-18
Fort Lauderdale,FL,unknown,2013-07-18
Liberty Township,OH,fireball,2013-07-18
Clearwater,FL,unknown,2012-11-27
NASA TV,NH,oval,2012-11-28
Delta,BC,triangle,2012-11-28
Saco,ME,light,2012-11-28
Greenville,OH,unknown,2012-11-28
Roanoke,VA,unknown,2012-11-28
Heber Springs,AR,circle,2012-11-28
Alexandria,VA,oval,2012-11-28
Houston,TX,fireball,2012-11-28
Cumming,GA,unknown,2013-09-07
Houston,TX,circle,2013-09-07
Woodbury,CT,light,2013-09-07
Ludington,MI,NA,2013-09-07
Coventry,RI,circle,2013-09-07
New Orleans,LA,light,2013-09-07
Manchester,NH,circle,2013-09-07
Phillipsburg,NJ,light,2013-09-07
Renton,WA,fireball,2013-09-07
Petaluma,CA,circle,2013-09-07
Austin,TN,cylinder,2013-09-30
Frankfort,MI,light,2013-05-26
Woodstock,GA,other,2013-05-26
Galveston,TX,sphere,2013-05-26
Mundelein,IL,fireball,2013-05-26
Deltona,FL,fireball,2013-05-26
Elyria,OH,cylinder,2013-05-26
Plymouth,NA,sphere,2013-05-26
Kalamazoo,MI,light,2013-05-26
Bluebell,PA,fireball,2013-08-27
New York,NY,fireball,2013-08-27
Marshall,WI,sphere,2013-08-27
Garfield,WA,oval,2013-08-27
Cedar Rapids,IA,light,2013-08-27
Winsted,CT,unknown,2013-08-27
Las Vegas,NV,fireball,2013-08-27
Garland,TX,fireball,2013-08-27
Somerset,NJ,other,2013-08-27
Kapoho,HI,light,2013-08-28
Martinsburg,WV,light,2013-10-02
Fairfax Station,VA,circle,2013-10-02
Canton,OH,fireball,2013-10-02
Flinton (Australia),NA,fireball,2013-10-02
Orrington,ME,changing,2013-10-02
Waretown,NJ,rectangle,2013-10-02
Hagerstown,MD,oval,2013-10-02
Rex,GA,circle,2013-10-03
Sulphur Springs,TX,light,2013-06-27
Gretna,NE,light,2013-06-27
Independence,KY,rectangle,2013-06-27
Minnetrista,MN,light,2013-06-27
Evergreen,CO,triangle,2013-06-27
Springdale,AR,fireball,2013-06-27
Alpine,CA,other,2013-06-27
Parkersburg,WV,circle,2013-06-28
Santa Fe,NM,light,2013-07-03
Lewiston,ID,triangle,2013-07-04
Fargo,ND,oval,2013-07-03
Fairfax to Woodacre,CA,light,2013-07-03
Loma Rica,CA,light,2013-07-04
Sault Ste. Marie,MI,unknown,2013-07-04
Summerset,SD,light,2013-07-04
Salmon Arm,BC,other,2013-07-04
Batavia,NY,disk,2013-01-04
Arcadia,FL,other,2013-01-04
Sioux Falls,SD,disk,2013-01-04
Rotonda,FL,other,2013-01-04
Oakdale,PA,light,2013-01-04
Mount Juliet,TN,fireball,2013-01-04
Milwaukie,OR,light,2013-01-04
Rochester,MN,cross,2013-01-04
Joliet,IL,fireball,2013-05-04
Baldwinsville,NY,unknown,2013-05-04
Williamsville,NY,oval,2013-05-04
Austin,TX,triangle,2013-05-04
Mangalore (India),NA,disk,2013-05-04
Newport,OR,fireball,2013-05-04
Portland,OR,light,2013-05-04
Greenwood,IN,fireball,2013-05-04
Elk Grove,CA,circle,2013-07-12
Cabo San Lucas (Mexico),NA,other,2013-07-12
Fort Wayne,IN,oval,2013-07-12
New Castle,VA,triangle,2013-07-12
Maplewood,MO,other,2013-07-12
Attalla,AL,light,2013-07-12
Kirkfield,ON,light,2013-07-12
Russellville,AR,sphere,NA
Clayton,NC,NA,NA
Tishimingo,OK,changing,NA
Dayton,OH,disk,NA
Metairie,LA,circle,NA
Punxsutawney,PA,unknown,NA
State College,PA,oval,NA
Meridian,ID,oval,2013-07-18
Myrtle Beach,SC,fireball,2013-07-18
Fishers,IN,oval,2013-07-18
Panama City Beach,FL,fireball,2013-07-18
Ocean Springs,MS,rectangle,2013-07-18
Myrtle Beach,SC,light,2013-07-18
Baytown,TX,formation,2013-07-18
Kiawah Island,SC,formation,2013-07-18
Surfside Beach,SC,changing,2013-07-18
North Smithfield,RI,other,2012-11-28
Haines City,FL,light,2012-11-28
Mitchell,SD,circle,2012-11-28
Knoxville,TN,light,2012-11-28
Arnold,MO,diamond,2012-11-28
Milford,KS,light,2012-11-28
Haverstraw,NY,light,2012-11-28
Studio City,CA,fireball,2012-11-28
Piscataway,NJ,unknown,2013-09-07
Killeen,TX,unknown,2013-09-08
Leland,NC,triangle,2013-09-08
Austin,TX,changing,2013-09-08
Maine,ME,fireball,2013-09-08
Pt. St Lucie,FL,cross,2013-09-08
Port Saint Lucie,FL,light,2013-09-08
Lincoln,CA,flash,2013-09-08
Hudsonville,MI,oval,2013-05-26
New Orleans,LA,circle,2013-05-26
Harsens Island,MI,sphere,2013-05-26
Novi,MI,formation,2013-05-26
Saint George,NB,other,2013-05-26
Novi,MI,rectangle,2013-05-26
Sullivan City,TX,triangle,2013-05-26
Fairfax,VA,other,2013-05-27
Long Island City,NY,light,2013-05-27
Munising,MI,other,2013-08-28
Roseville,MI,fireball,2013-08-28
Edgewood,NM,cigar,2013-08-28
Fort Branch,IN,disk,2013-08-28
Seattle,WA,fireball,2013-08-28
O'Fallon,MO,other,2013-08-28
Hilton Head,SC,cylinder,2013-08-28
Shawnee,OK,light,2013-08-28
Rineyville,KY,circle,2013-10-03
Calgary,AB,sphere,2013-06-28
Seattle,WA,other,2013-06-28
Lowell,MA,rectangle,2013-06-28
Goodyear,AZ,light,2013-06-28
Oak Harbor,WA,cylinder,2013-06-28
Wichita Falls,TX,light,2013-06-28
Covina,CA,oval,2013-06-28
Forsyth,MO,oval,2013-06-28
Cromwell,CT,unknown,2013-07-04
Bartlett,IL,triangle,2013-07-04
Downingtown,PA,light,2013-07-04
Tinley Park,IL,triangle,2013-07-04
Somers,WI,formation,2013-07-04
Stuart,FL,unknown,2013-07-04
Irmo,SC,NA,2013-07-04
Hampton,NH,fireball,2013-07-04
Cary,NC,light,2013-07-04
Cedar Rapids,IA,circle,2013-01-05
Seattle,WA,circle,2013-01-05
Loveland,CO,oval,2013-01-05
Huntington Beach,CA,triangle,2013-01-05
Fountain Valley,CA,formation,2013-01-05
Adachi-ku (Tokyo) (Japan),NA,chevron,2013-01-05
Canton,OH,light,2013-01-05
Milan,NY,fireball,2013-01-05
Eagle,ID,rectangle,2013-05-04
Montgomery,TX,circle,2013-05-04
Boynton Beach,FL,fireball,2013-05-04
Grand Rapids,MI,other,2013-05-04
Laveen,AZ,formation,2013-05-04
Coos Bay,OR,unknown,2013-05-04
Florence,OR,light,2013-05-04
Austin,TX,other,2013-05-04
Rio Verde,AZ,circle,2013-05-05
Bellingham,WA,triangle,2013-07-12
Mooresville,NC,unknown,2013-07-12
Eufaula,AL,light,2013-07-13
Berkley,MI,light,2013-07-13
Louisville,KY,other,2013-07-13
Decatur,MI,rectangle,2013-07-13
Chatsworth,CA,light,2013-07-13
At sea,HI,light,1969-04-15
HWY 77,TX,unknown,1969-06-01
Newport Beach,CA,formation,1973-06-30
Wittman,MD,triangle,1975-07-15
Cerrillos,NM,triangle,1977-07-24
Grand Saline,TX,light,1978-06-01
Rhein-Main Air Base (West Germany),NA,circle,1979-06-01
Gisborne (New Zealand),NA,cylinder,1980-02-15
Mission Viejo,CA,formation,2013-07-18
Montclair,NJ,other,2013-07-18
Buffalo,NY,unknown,2013-07-18
Portland,OR,fireball,2013-07-18
Myrtle Beach,SC,circle,2013-07-18
Myrtle Beach,SC,circle,2013-07-18
Temecula,CA,circle,2013-07-18
Platteville,WI,unknown,2013-07-18
Pawleys Island,SC,light,2012-11-28
St Louis,MO,light,2012-11-28
Pleasantville,NJ,triangle,2012-11-28
Fall Creek,OR,circle,2012-11-28
Freeport,ME,fireball,2012-11-28
Revere Beach,MA,formation,2012-11-28
Sharjah (Dubai),NA,formation,2012-11-29
Catawissa,PA,circle,2012-11-29
Thunder Bay,ON,unknown,2013-09-08
Silveradale,WA,sphere,2013-09-08
Fort Worth,TX,light,2013-09-08
Fort Wayne,IN,fireball,2013-09-08
Struthers,OH,unknown,2013-09-09
Reading,PA,cylinder,2013-09-09
Cedar Park,TX,cigar,2013-09-09
Houghton,MI,fireball,2013-05-27
Wildwood,NJ,light,2013-05-27
Stanton,KY,fireball,2013-05-27
Phoenix,AZ,disk,2013-05-27
Cumming,GA,sphere,2013-05-27
Porterville,CA,circle,2013-05-27
Torrington,CT,fireball,2013-05-27
Fort Myers Beach,FL,circle,2013-05-27
Middletown,CT,fireball,2013-05-27
Auburn,NY,formation,2013-08-28
NA,NA,NA,2013-08-29
Phoenix,AZ,cylinder,2013-08-29
Nottingham (UK/England),NA,light,2013-08-29
Kingswinford (UK/England),NA,NA,2013-08-29
Salt Lake City,UT,light,2013-08-29
Gatineau,QC,light,2013-08-29
Lexington,SC,sphere,2013-08-29
Big Bend,WI,unknown,2013-08-29
Cleveland Heights,OH,circle,2013-06-28
Lakewood,CO,unknown,2013-06-28
Parkdale,OR,triangle,2013-06-28
Littleton,CO,circle,2013-06-28
Nicholasville,KY,fireball,2013-06-28
Schaumburg,IL,light,2013-06-28
Austin,TX,light,2013-06-28
Plummer,ID,fireball,2013-06-28
Aiken,SC,circle,2013-07-04
Port Saint Lucie,FL,circle,2013-07-04
Fillmore,TX,NA,2013-07-04
Naples,FL,fireball,2013-07-04
Osceola Mills,PA,fireball,2013-07-04
Mesa,AZ,circle,2013-07-04
Naugatuck,CT,diamond,2013-07-04
Winston-Salem,NC,fireball,2013-07-04
North Platte,NE,circle,2013-07-04
Gun Barrel City,TX,circle,2013-01-05
Portland,ME,circle,2013-01-05
Reno,NV,fireball,2013-01-05
North Arlington,NJ,fireball,2013-01-05
Easthampton,MA,fireball,2013-01-05
Greeley,CO,oval,2013-01-05
Canoga Park,CA,light,2013-01-06
Canyon Lake,TX,triangle,2013-01-06
La Crosse,WI,light,2013-05-05
Regina,SK,triangle,2013-05-05
Sacramento,CA,NA,2013-05-05
Pittsfield,MA,triangle,2013-05-05
Danvers,MA,oval,2013-05-05
West Miami,FL,unknown,2013-05-05
Lafayette,LA,circle,2013-05-05
Boca Raton,FL,fireball,2013-05-05
Chilliwack Lake,BC,light,2013-07-13
Cave Creek,AZ,teardrop,2013-07-13
Ellensburg,WA,sphere,2013-07-13
Oak Grove,LA,other,2013-07-13
Sodus Center,NY,light,2013-07-13
Valley Village,CA,sphere,2013-07-13
Bozeman,MT,light,2013-07-13
Springfield,IL,formation,2013-07-13
Coram,NY,cone,2013-07-13
Chula Vista,CA,other,1981-01-21
Fruita,CO,triangle,1983-04-07
San Diego,CA,other,1983-06-30
Birmingham (UK/England),NA,sphere,1983-10-01
Albuquerque,NM,disk,1984-10-15
Katy,TX,triangle,1985-06-30
Seattle,WA,rectangle,2013-07-18
Circleville,OH,triangle,2013-07-18
Hurricane,UT,cross,2013-07-18
Defiance,OH,triangle,2013-07-19
York Beach,ME,fireball,2013-07-19
Omaha,NE,unknown,2012-11-29
West Palm Beach,FL,circle,2012-11-29
San Mateo,CA,light,2012-11-29
Baltimore,MD,disk,2012-11-29
Coventry,RI,fireball,2012-11-29
Dover,NH,unknown,2012-11-29
Haverhill,MA,other,2012-11-29
Oakley,CA,sphere,2012-11-29
Allentown,PA,unknown,2013-05-27
Castle Rock,CO,fireball,2013-05-27
North Tonawanda,NY,other,2013-05-27
Leesburg,VA,circle,2013-05-27
Port Neches,TX,light,2013-05-27
Thunder Bay,ON,light,2013-05-27
Tamborine Mountain (Australia),NA,light,2013-05-28
Palmer,AK,circle,2013-08-30
Noblesville,IN,circle,2013-06-29
Polson,MT,fireball,2013-06-29
Spring City,TN,oval,2013-06-29
Chattanooga,TN,triangle,2013-06-29
Darley (Australi),NA,circle,2013-06-29
Mililani,HI,diamond,2013-06-29
Stanton,IA,sphere,2013-06-29
Willow Beach,ON,light,2013-06-29
Pinellas Park,FL,circle,2013-07-04
Longwood,FL,fireball,2013-07-04
Fulton,MO,light,2013-07-04
Ravenswood,WV,light,2013-07-04
Howell,MI,triangle,2013-07-04
Springfield,IL,other,2013-07-04
Modesto,CA,sphere,2013-07-04
Castle Pines,CO,triangle,2013-07-04
Ogden,UT,cigar,2013-01-06
Miami,FL,formation,2013-01-06
Claremore,OK,light,2013-01-06
Niwot,CO,light,2013-01-06
Springfield,IL,circle,2013-01-06
Fenton,MO,light,2013-01-06
Cedar Rapids,IA,light,2013-01-06
Whitefish,MT,other,2013-01-06
Dennisport,MA,fireball,2013-01-06
Hollywood,FL,light,2013-05-05
Wylie,TX,triangle,2013-05-05
Austin,TX,triangle,2013-05-05
Aylmer Gatineau,QC,light,2013-05-05
Auburn,WA,sphere,2013-05-05
Corralitos,CA,unknown,2013-05-05
West Haven,UT,fireball,2013-05-05
Wells,ME,NA,2013-07-13
Evans,GA,fireball,2013-07-13
Bethlehem,PA,formation,2013-07-13
Florence,KY,unknown,2013-07-13
New Castle,PA,other,2013-07-13
Shelburne,VT,formation,2013-07-13
Heath,MA,light,2013-07-13
Walnut Cove,NC,triangle,1989-04-21
Point Pleasant,WV,unknown,1989-06-15
Amesville,CT,triangle,1989-11-01
Plattsburg,NY,light,1990-02-09
Stanton,KY,disk,1990-06-06
Sawyer,MI,disk,1990-07-05
El Cajon,CA,diamond,1991-06-30
Rochester,NY,changing,1993-06-30
Lorton,VA,formation,2013-07-19
Phoenix,AZ,cylinder,2013-07-19
Fort Myers Beach,FL,light,2013-07-19
Troy,IL,fireball,2013-07-19
Huber Heights,OH,sphere,2013-07-19
Staten Island,NY,other,2013-07-19
Ann Arbor,MI,light,2013-07-19
Pasco,WA,light,2013-07-20
Oakley,CA,sphere,2012-11-29
Copperas Cove,TX,changing,2012-11-29
Richmond,RI,chevron,2012-11-29
West Haven,CT,fireball,2012-11-29
Safford,AZ,light,2012-11-29
Charlottesville,VA,light,2012-11-29
Geigertown,PA,light,2012-11-29
Overland Park,KS,sphere,2012-11-29
Orlando,FL,flash,2013-05-28
San Luis Obispo,CA,disk,2013-05-28
Franklin,GA,triangle,2013-05-28
Moorpark,CA,light,2013-05-28
Fayetteville,GA,fireball,2013-05-28
Fayetteville,GA,fireball,2013-05-28
Nashville,TN,light,2013-05-28
Palmdale,CA,light,2013-05-29
La Mirada,CA,flash,2013-05-29
Chino Hills,CA,diamond,2013-05-29
Kelseyville,CA,unknown,2013-06-29
Newtown,PA,light,2013-06-29
D'Iberville,MS,light,2013-06-29
Lake Wales,FL,sphere,2013-06-29
Baldwinsville,NY,sphere,2013-06-29
Baldwinsville,NY,circle,2013-06-29
Springfield,OH,fireball,2013-06-29
Murray,KY,circle,2013-07-04
Woodbury,NJ,cylinder,2013-07-04
Saint George Island,FL,circle,2013-06-29
Westminster,CO,fireball,2013-07-04
Cheektowaga,NY,fireball,2013-07-04
Aurora,CO,circle,2013-07-04
Oregon City,OR,light,2013-07-04
Crestline,OH,circle,2013-07-04
Pittsburgh,PA,triangle,2013-07-04
Moundville,AL,triangle,2013-01-06
Oley,PA,circle,2013-01-06
Denton,TX,circle,2013-01-06
Reading,PA,light,2013-01-06
Hyannis,MA,oval,2013-01-06
Fort Lauderdale,FL,NA,2013-01-06
Anchorage,AK,NA,2013-01-07
Chesapeake,VA,triangle,2013-01-06
Springfield,MA,light,2013-01-07
Sedona,AZ,unknown,2013-01-07
Portland,OR,teardrop,2013-05-05
Princeton,TX,teardrop,2013-05-06
Hobart (Australia),NA,light,2013-05-06
Orlando,FL,formation,2013-05-06
Florence,SC,changing,2013-05-06
Gardner,MA,light,2013-05-06
Saint Albans,VT,disk,2013-05-06
Cresco,IA,triangle,2013-05-06
Shelton,WA,cigar,2013-07-13
Hudson,OH,fireball,2013-07-13
South Bend,IN,light,2013-07-13
Franklin,OH,cylinder,2013-07-13
Saint Charles,IL,formation,2013-07-13
Toronto,ON,light,2013-07-13
Ottawa,ON,formation,2013-07-13
Parkton,MD,light,2013-07-13
Weare,NH,light,1996-06-30
Colorado Springs,CA,disk,1997-06-15
Wapakoneta,OH,egg,1997-06-15
South San Francisco,CA,disk,1999-03-11
Camarillo,CA,other,2002-08-02
Middletown,CA,unknown,2004-04-05
Myrtle Beach,SC,unknown,2004-09-15
Abarkooh (Iran),NA,light,2005-06-30
Drumheller,AB,rectangle,2005-07-15
Herndon,VA,light,2013-07-20
Livingston,VA,rectangle,2013-07-20
Dunkirk,NY,fireball,2013-07-20
West Point,CA,oval,2013-07-20
El Monte,CA,flash,2013-07-20
Seattle,WA,circle,2013-07-20
Santa Monica,CA,formation,2013-07-20
